Stock number,Artist's reference number,Title,Year,Medium,Dimensions,Signed and dated,Series,Additional information,Status,Availability,Location,Location (detail),Condition 
HC2027,i23-1027,Untitled (i23-1027),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25 7/8",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2026,i23-1026,Untitled (i23-1026),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2025,i23-1025,Untitled (i23-1025),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Paper ripped and crinkled on the upper left edge 
Slight discoloration in lower left margin"
HC2024,i23-1024,Untitled (i23-1024),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2023,i23-1023,Untitled (i23-1023),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 14 3/4 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2022,i23-1022,Untitled (i23-1022),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Upper left looks like an incomplete figure or unusual line drawn
HC2021,i23-1021,Untitled (i23-1021),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 16 3/8 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2020,i23-1020,Untitled (i23-1020),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2019,i23-1019,Untitled (i23-1019),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 15 1/2 x 22 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Small smudge on top margin
HC2018,i23-1018,Untitled (i23-1018),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 23 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2017,i23-1017,Untitled (i23-1017),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 18 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2016,i23-1016,Untitled (i23-1016),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 23",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2015,i23-1015,Untitled (i23-1015),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 12 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2014,i23-1014,Untitled (i23-1014),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2013,i23-1013,Untitled (i23-1013),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 14 x 24",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2012,i23-1012,Untitled (i23-1012),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 12 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2011,i23-1011,Untitled (i23-1011),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2010,i23-1010,Untitled (i23-1010),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 15 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2009,i23-1009,Untitled (i23-1009),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 15 1/2 x 23 3/4 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2008,i23-1008,Untitled (i23-1008),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 15 3/4 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Many skipped lines and random ink splatter on the front of the piece
HC2007,i23-1007,Untitled (i23-1007),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Dirt mark in lower left margin
Stray ink mark on left edge "
HC2006,i23-1006,Untitled (i23-1006),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Upper right corner bent
HC2005,i23-1005,Untitled (i23-1005),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 17 x 23",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Lower left corner bent 
Ink bled through"
HC2004,i23-1004,Untitled (i23-1004),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 17",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Ink splatter lower mid section
HC2003,i23-1003,Untitled (i23-1003),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 22",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2002,i23-1002,Untitled (i23-1002),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Ink smudge in lower margin  
Excessive amount of ink in the mid section - bled through the back"
HC2001,i23-1001,Untitled (i23-1001),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Small dent, right margin"
HC0077,,In AARON's Garden #4,2007,Coloured ink on paper,"77.3 x 62.2 cm; 30 3/8 x 24 1/2 in",,,,3rd Party,Potentially available,"HCT Trust, USA",,
HC2000,,Untitled (i23-1000),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1999,,Untitled (i23-0999),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1998,,Untitled (i23-0998),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1997,,Untitled (i23-0997),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 16 1/2 x 19 1/2 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1996,,Untitled (i23-0996),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 12 1/2 x 22",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1995,,Untitled (i23-0995),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1994,,Untitled (i23-0994),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1993,,Untitled (i23-0993),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1992,,Untitled (i23-0992),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1991,,Untitled (i23-0991),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1990,,Untitled (i23-0990),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 24 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1989,,Untitled (i23-0989),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 25 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1988,,Untitled (i23-0988),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 22 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1987,,Untitled (i23-0987),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1986,,Untitled (i23-0986),1982-1984,Ink on paper,"58.1 x 78.1 cm; 22 7/8 x 30 3/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1985,,Untitled (i23-0985),1982-1984,Ink on paper,"58.1 x 78.1 cm; 22 7/8 x 30 3/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 17 7/8 x 19 1/2  ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1984,,Untitled (i23-0984),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 16 x 25 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1983,,Untitled (i23-0983),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 13 7/8 x 17 3/8",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1982,,Untitled (i23-0982),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 16 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1981,,Untitled (i23-0981),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1980,,Untitled (i23-0980),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 17 1/2 x 25 7/8",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1979,,Untitled (i23-0979),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 24 1/4 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1978,,Untitled (i23-0978),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 25 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1977,,Untitled (i23-0977),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 26 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC1976,,Untitled (i23-0976),1982-1984,Ink on paper,"58.1 x 78.1 cm; 22 7/8 x 30 3/4 in",,,"Created on Saunders Waterford paper
Process: Machine Drawings of AARON Drawings
AARON II 
Image: 18 x 23 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
